sub-type-of	sub_type_of	subTypeOf	is_a_label_snail	label_snail	label-dash	id	label	enumerationtype	equivalentClass	isPartOf	properties	subTypes	supersedes	supersededBy	comment
news-article	news_article	NewsArticle	is_an_opinion_news_article	opinion_news_article	opinion-news-article	OpinionNewsArticle	OpinionNewsArticle			https://pending.schema.org	about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, articleBody, articleSection, assesses, associatedMedia, audience, audio, author, award, awards, backstory, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, dateline, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pageEnd, pageStart, pagination, pattern, position, potentialAction, printColumn, printEdition, printPage, printSection, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, speakable, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, wordCount, workExample, workTranslation				An <a class="localLink" href="/OpinionNewsArticle">OpinionNewsArticle</a> is a <a class="localLink" href="/NewsArticle">NewsArticle</a> that primarily expresses opinions rather than journalistic reporting of news and events. For example, a <a class="localLink" href="/NewsArticle">NewsArticle</a> consisting of a column or <a class="localLink" href="/Blog">Blog</a>/<a class="localLink" href="/BlogPosting">BlogPosting</a> entry in the Opinions section of a news publication.
medical-business	medical_business	MedicalBusiness	is_an_optician	optician	optician	Optician	Optician				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A store that sells reading glasses and similar devices for improving vision.
medical-business	medical_business	MedicalBusiness, MedicalSpecialty	is_an_optometric	optometric	optometric	Optometric	Optometric	MedicalSpecialty							The science or practice of testing visual acuity and prescribing corrective lenses.
intangible	intangible	Intangible	is_an_order	order	order	Order	Order				acceptedOffer, additionalType, alternateName, billingAddress, broker, confirmationNumber, customer, description, disambiguatingDescription, discount, discountCode, discountCurrency, identifier, image, isGift, mainEntityOfPage, merchant, name, orderDate, orderDelivery, orderNumber, orderStatus, orderedItem, partOfInvoice, paymentDue, paymentDueDate, paymentMethod, paymentMethodId, paymentUrl, potentialAction, sameAs, seller, subjectOf, url				An order is a confirmation of a transaction (a receipt), which can contain multiple line items, each represented by an Offer that has been accepted by the customer.
trade-action	trade_action	TradeAction	is_an_order_action	order_action	order-action	OrderAction	OrderAction				actionStatus, additionalType, agent, alternateName, deliveryMethod, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, price, priceCurrency, priceSpecification, provider, result, sameAs, startTime, subjectOf, target, url				An agent orders an object/product/service to be delivered/sent.
order-status	order_status	OrderStatus	is_an_order_cancelled	order_cancelled	order-cancelled	OrderCancelled	OrderCancelled	OrderStatus							OrderStatus representing cancellation of an order.
order-status	order_status	OrderStatus	is_an_order_delivered	order_delivered	order-delivered	OrderDelivered	OrderDelivered	OrderStatus							OrderStatus representing successful delivery of an order.
order-status	order_status	OrderStatus	is_an_order_in_transit	order_in_transit	order-in-transit	OrderInTransit	OrderInTransit	OrderStatus							OrderStatus representing that an order is in transit.
intangible	intangible	Intangible	is_an_order_item	order_item	order-item	OrderItem	OrderItem				additionalType, alternateName, description, disambiguatingDescription, identifier, image, mainEntityOfPage, name, orderDelivery, orderItemNumber, orderItemStatus, orderQuantity, orderedItem, potentialAction, sameAs, subjectOf, url				An order item is a line of an order. It includes the quantity and shipping details of a bought offer.
order-status	order_status	OrderStatus	is_an_order_payment_due	order_payment_due	order-payment-due	OrderPaymentDue	OrderPaymentDue	OrderStatus							OrderStatus representing that payment is due on an order.
order-status	order_status	OrderStatus	is_an_order_pickup_available	order_pickup_available	order-pickup-available	OrderPickupAvailable	OrderPickupAvailable	OrderStatus							OrderStatus representing availability of an order for pickup.
order-status	order_status	OrderStatus	is_an_order_problem	order_problem	order-problem	OrderProblem	OrderProblem	OrderStatus							OrderStatus representing that there is a problem with the order.
order-status	order_status	OrderStatus	is_an_order_processing	order_processing	order-processing	OrderProcessing	OrderProcessing	OrderStatus							OrderStatus representing that an order is being processed.
order-status	order_status	OrderStatus	is_an_order_returned	order_returned	order-returned	OrderReturned	OrderReturned	OrderStatus							OrderStatus representing that an order has been returned.
status-enumeration	status_enumeration	StatusEnumeration	is_an_order_status	order_status	order-status	OrderStatus	OrderStatus								Enumerated status values for Order.
thing	thing	Thing	is_an_organization	organization	organization	Organization	Organization				actionableFeedbackPolicy, additionalType, address, aggregateRating, alternateName, alumni, areaServed, award, awards, brand, contactPoint, contactPoints, correctionsPolicy, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, globalLocationNumber, hasCredential, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, legalName, leiCode, location, logo, mainEntityOfPage, makesOffer, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, ownershipFundingInfo, owns, parentOrganization, potentialAction, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, sponsor, subOrganization, subjectOf, taxID, telephone, unnamedSourcesPolicy, url, vatID	Airline, Consortium, Corporation, EducationalOrganization, FundingScheme, GovernmentOrganization, LibrarySystem, LocalBusiness, MedicalOrganization, NGO, NewsMediaOrganization, OnlineBusiness, PerformingGroup, Project, ResearchOrganization, SearchRescueOrganization, SportsOrganization, WorkersUnion			An organization such as a school, NGO, corporation, club, etc.
role	role	Role	is_an_organization_role	organization_role	organization-role	OrganizationRole	OrganizationRole				additionalType, alternateName, description, disambiguatingDescription, endDate, identifier, image, mainEntityOfPage, name, namedPosition, numberedPosition, potentialAction, roleName, sameAs, startDate, subjectOf, url	EmployeeRole			A subclass of Role used to describe roles within organizations.
action	action	Action	is_an_organize_action	organize_action	organize-action	OrganizeAction	OrganizeAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url	AllocateAction, ApplyAction, BookmarkAction, PlanAction			The act of manipulating/administering/supervising/controlling one or more objects.
media-manipulation-rating-enumeration	media_manipulation_rating_enumeration	MediaManipulationRatingEnumeration	is_an_original_media_content	original_media_content	original-media-content	OriginalMediaContent	OriginalMediaContent	MediaManipulationRatingEnumeration		https://pending.schema.org					"Content coded 'as original media content' in a <a class=""localLink"" href=""/MediaReview"">MediaReview</a>, considered in the context of how it was published or shared.<br/><br/>

For a <a class=""localLink"" href=""/VideoObject"">VideoObject</a> to be 'original': No evidence the footage has been misleadingly altered or manipulated, though it may contain false or misleading claims.<br/><br/>

For an <a class=""localLink"" href=""/ImageObject"">ImageObject</a> to be 'original': No evidence the image has been misleadingly altered or manipulated, though it may still contain false or misleading claims.<br/><br/>

For an <a class=""localLink"" href=""/ImageObject"">ImageObject</a> with embedded text to be 'original': No evidence the image has been misleadingly altered or manipulated, though it may still contain false or misleading claims.<br/><br/>

For an <a class=""localLink"" href=""/AudioObject"">AudioObject</a> to be 'original': No evidence the audio has been misleadingly altered or manipulated, though it may contain false or misleading claims."
return-fees-enumeration	return_fees_enumeration	ReturnFeesEnumeration	is_an_original_shipping_fees	original_shipping_fees	original-shipping-fees	OriginalShippingFees	OriginalShippingFees	ReturnFeesEnumeration		https://pending.schema.org					Specifies that the customer must pay the original shipping costs when returning a product.
medicine-system	medicine_system	MedicineSystem	is_an_osteopathic	osteopathic	osteopathic	Osteopathic	Osteopathic	MedicineSystem							A system of medicine focused on promoting the body's innate ability to heal itself.
drug-prescription-status	drug_prescription_status	DrugPrescriptionStatus	is_an_otc	otc	otc	OTC	OTC	DrugPrescriptionStatus							The character of a medical substance, typically a medicine, of being available over the counter or not.
medical-business	medical_business	MedicalBusiness, MedicalSpecialty	is_an_otolaryngologic	otolaryngologic	otolaryngologic	Otolaryngologic	Otolaryngologic	MedicalSpecialty							A specific branch of medical science that is concerned with the ear, nose and throat and their respective disease states.
item-availability	item_availability	ItemAvailability	is_an_out_of_stock	out_of_stock	out-of-stock	OutOfStock	OutOfStock	ItemAvailability							Indicates that the item is out of stock.
store	store	Store	is_an_outlet_store	outlet_store	outlet-store	OutletStore	OutletStore				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				An outlet store.
